ts_start,packets_per_sec,bytes_per_sec,entropy_src_ip,entropy_dst_ip,syn_ratio
1768330829.96868,50.0,38888.0,5.643856189774725,5.483856189774727,0.18
1768330830.96868,50.0,45940.0,5.643856189774725,5.483856189774727,0.12
1768330831.96868,50.0,36284.0,5.643856189774725,5.523856189774727,0.14
1768330832.96868,50.0,40370.0,5.643856189774725,5.563856189774725,0.24
1768330833.96868,50.0,41253.0,5.643856189774725,5.483856189774727,0.22
1768330834.96868,50.0,43371.0,5.643856189774725,5.523856189774727,0.22
1768330835.96868,50.0,41401.0,5.643856189774725,5.363856189774727,0.22
1768330836.96868,50.0,42650.0,5.643856189774725,5.348758439731457,0.16
1768330837.96868,50.0,41337.0,5.643856189774725,5.468758439731458,0.26
1768330838.96868,50.0,35374.0,5.643856189774725,5.483856189774727,0.2
1768330839.96868,50.0,38500.0,5.643856189774725,5.403856189774727,0.12
1768330840.96868,50.0,44333.0,5.643856189774725,5.483856189774727,0.16
1768330841.96868,50.0,37568.0,5.643856189774725,5.523856189774727,0.18
1768330842.96868,50.0,34758.0,5.643856189774725,5.523856189774727,0.14
1768330843.96868,50.0,41001.0,5.643856189774725,5.523856189774727,0.2
1768330844.96868,50.0,37173.0,5.643856189774725,5.483856189774727,0.2
1768330845.96868,50.0,43335.0,5.643856189774725,5.443856189774727,0.28
1768330846.96868,50.0,43097.0,5.643856189774725,5.483856189774727,0.22
1768330847.96868,50.0,44289.0,5.643856189774725,5.523856189774727,0.24
1768330848.96868,50.0,40786.0,5.643856189774725,5.523856189774727,0.14
1768330849.96868,50.0,32370.0,5.643856189774725,5.468758439731458,0.3
1768330850.96868,50.0,39279.0,5.643856189774725,5.523856189774727,0.24
1768330851.96868,50.0,39699.0,5.643856189774725,5.523856189774727,0.2
1768330852.96868,50.0,41234.0,5.643856189774725,5.308758439731457,0.3
1768330853.96868,50.0,43547.0,5.643856189774725,5.333660689688187,0.22
1768330854.96868,50.0,36007.0,5.643856189774725,5.348758439731457,0.16
1768330855.96868,50.0,42666.0,5.643856189774725,5.443856189774727,0.16
1768330856.96868,50.0,32405.0,5.643856189774725,5.523856189774727,0.2
1768330857.96868,50.0,37006.0,5.643856189774725,5.483856189774727,0.1
1768330858.96868,50.0,40682.0,5.643856189774725,5.363856189774727,0.1
1768330859.96868,50.0,36613.0,5.643856189774725,5.563856189774725,0.1
1768330860.96868,50.0,38403.0,5.643856189774725,5.483856189774727,0.1
1768330861.96868,50.0,37847.0,5.643856189774725,5.523856189774727,0.2
1768330862.96868,50.0,41072.0,5.643856189774725,5.563856189774725,0.18
1768330863.96868,50.0,39347.0,5.643856189774725,5.388758439731457,0.2
1768330864.96868,50.0,41841.0,5.643856189774725,5.523856189774727,0.14
1768330865.96868,50.0,40539.0,5.643856189774725,5.483856189774727,0.16
1768330866.96868,50.0,43542.0,5.643856189774725,5.428758439731458,0.22
1768330867.96868,50.0,41132.0,5.643856189774725,5.428758439731458,0.24
1768330868.96868,50.0,35631.0,5.643856189774725,5.268758439731456,0.22
1768330869.96868,50.0,37417.0,5.643856189774725,5.468758439731458,0.2
1768330870.96868,50.0,36899.0,5.643856189774725,5.443856189774727,0.22
1768330871.96868,50.0,38539.0,5.643856189774725,5.403856189774727,0.16
1768330872.96868,50.0,36630.0,5.643856189774725,5.443856189774727,0.22
1768330873.96868,50.0,39827.0,5.643856189774725,5.523856189774727,0.18
1768330874.96868,50.0,42308.0,5.643856189774725,5.483856189774727,0.2
1768330875.96868,50.0,33761.0,5.643856189774725,5.293660689688187,0.28
1768330876.96868,50.0,36525.0,5.643856189774725,5.483856189774727,0.32
1768330877.96868,50.0,38925.0,5.643856189774725,5.483856189774727,0.08
1768330878.96868,50.0,37643.0,5.643856189774725,5.348758439731457,0.18
1768330879.96868,50.0,37985.0,5.643856189774725,5.443856189774727,0.16
1768330880.96868,50.0,39563.0,5.643856189774725,5.523856189774727,0.3
1768330881.96868,50.0,42330.0,5.643856189774725,5.293660689688187,0.22
1768330882.96868,50.0,36970.0,5.643856189774725,5.348758439731457,0.12
1768330883.96868,50.0,36424.0,5.643856189774725,5.523856189774727,0.18
1768330884.96868,50.0,41111.0,5.643856189774725,5.443856189774727,0.18
1768330885.96868,50.0,38161.0,5.643856189774725,5.403856189774727,0.3
1768330886.96868,50.0,44094.0,5.643856189774725,5.483856189774727,0.12
1768330887.96868,50.0,37040.0,5.643856189774725,5.563856189774725,0.2
1768330888.96868,50.0,38060.0,5.643856189774725,5.443856189774727,0.18
1768330889.96868,50.0,34676.0,5.643856189774725,5.483856189774727,0.26
1768330890.96868,50.0,42586.0,5.643856189774725,5.403856189774727,0.18
1768330891.96868,50.0,37962.0,5.643856189774725,5.293660689688187,0.14
1768330892.96868,50.0,34413.0,5.643856189774725,5.563856189774725,0.26
1768330893.96868,50.0,35205.0,5.643856189774725,5.563856189774725,0.2
1768330894.96868,50.0,41117.0,5.643856189774725,5.603856189774725,0.22
1768330895.96868,50.0,40742.0,5.643856189774725,5.323856189774726,0.2
1768330896.96868,50.0,38871.0,5.643856189774725,5.483856189774727,0.32
1768330897.96868,50.0,35567.0,5.643856189774725,5.443856189774727,0.12
1768330898.96868,50.0,43562.0,5.643856189774725,5.523856189774727,0.16
1768330899.96868,50.0,44881.0,5.643856189774725,5.443856189774727,0.2
1768330900.96868,50.0,39627.0,5.643856189774725,5.643856189774725,0.2
1768330901.96868,50.0,38713.0,5.643856189774725,5.563856189774725,0.26
1768330902.96868,50.0,35694.0,5.643856189774725,5.483856189774727,0.24
1768330903.96868,50.0,37963.0,5.643856189774725,5.603856189774725,0.26
1768330904.96868,50.0,41554.0,5.643856189774725,5.403856189774727,0.1
1768330905.96868,50.0,37099.0,5.643856189774725,5.363856189774727,0.26
1768330906.96868,50.0,40618.0,5.643856189774725,5.563856189774725,0.22
1768330907.96868,50.0,39490.0,5.643856189774725,5.563856189774725,0.12
1768330908.96868,50.0,39662.0,5.643856189774725,5.563856189774725,0.24
1768330909.96868,50.0,44165.0,5.643856189774725,5.483856189774727,0.22
1768330910.96868,50.0,35861.0,5.643856189774725,5.268758439731456,0.14
1768330911.96868,50.0,36644.0,5.643856189774725,5.388758439731457,0.2
1768330912.96868,50.0,36605.0,5.643856189774725,5.388758439731457,0.1
1768330913.96868,50.0,40132.0,5.643856189774725,5.348758439731457,0.18
1768330914.96868,50.0,38322.0,5.643856189774725,5.403856189774727,0.18
1768330915.96868,50.0,39850.0,5.643856189774725,5.443856189774727,0.2
1768330916.96868,50.0,38365.0,5.643856189774725,5.403856189774727,0.26
1768330917.96868,50.0,32450.0,5.643856189774725,5.523856189774727,0.18
1768330918.96868,50.0,35125.0,5.643856189774725,5.483856189774727,0.1
1768330919.96868,50.0,35106.0,5.643856189774725,5.523856189774727,0.14
1768330920.96868,50.0,34012.0,5.643856189774725,5.403856189774727,0.18
1768330921.96868,50.0,37078.0,5.643856189774725,5.443856189774727,0.18
1768330922.96868,50.0,42877.0,5.643856189774725,5.308758439731457,0.1
1768330923.96868,50.0,37321.0,5.643856189774725,5.468758439731458,0.22
1768330924.96868,50.0,40706.0,5.643856189774725,5.483856189774727,0.28
